Overall,Age,Potential,Crossing,Finishing,HeadingAccuracy,ShortPassing,Dribbling,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Reactions,ShotPower,Stamina,Strength,LongShots,Aggression,Penalties,StandingTackle
69,23,78,24,22,57,65,44,25,52,57,69,68,60,44,65,78,36,80,28,72
62,26,63,60,23,55,58,54,38,49,52,72,66,51,54,78,66,29,68,41,60
59,22,67,52,36,53,61,56,28,60,58,76,74,41,50,67,71,44,63,42,58
61,20,72,43,53,46,64,64,50,60,66,46,68,61,63,45,45,52,59,56,45
63,20,70,62,53,42,55,65,50,42,64,90,90,51,63,64,45,52,34,59,29
62,25,64,55,61,64,59,64,41,46,65,66,68,62,63,61,65,57,36,59,25
65,23,67,55,26,54,59,62,28,49,62,77,76,64,37,66,68,29,58,33,64
64,22,71,62,29,54,58,63,31,37,62,78,79,58,52,70,58,37,50,42,59
73,25,78,34,30,68,66,49,34,52,62,52,52,69,49,46,72,30,73,44,80
62,28,62,58,56,52,55,62,36,47,60,83,85,58,63,64,66,55,31,60,20
62,25,66,58,41,56,55,59,33,51,58,67,71,54,51,76,61,32,50,36,58
61,19,75,53,60,50,59,64,58,52,63,71,68,45,65,71,60,60,54,46,35
60,25,62,42,61,64,53,56,41,40,58,69,75,56,59,64,72,54,61,55,32
59,18,75,43,39,51,67,60,40,62,61,64,64,61,56,45,52,34,58,51,66
73,31,73,40,25,74,54,54,17,54,58,57,55,71,52,49,68,25,85,35,77
62,34,62,40,64,68,58,47,35,50,62,34,47,58,66,67,89,59,79,65,33
65,27,66,45,65,63,52,63,39,33,62,90,91,61,64,63,59,59,45,60,25
63,19,74,55,61,63,58,65,47,47,63,79,77,57,65,54,43,63,39,62,25
63,22,69,56,36,54,57,56,41,39,58,85,85,49,43,71,59,34,58,38,61
69,22,76,32,23,72,59,48,23,56,55,53,54,60,60,75,80,19,83,36,68
62,29,62,55,38,57,61,55,39,56,62,63,61,58,43,62,67,31,57,35,63
61,25,64,31,45,47,60,49,28,54,58,49,68,51,67,65,77,58,67,36,61
62,31,62,47,61,62,56,59,43,51,59,55,58,60,63,66,76,60,70,66,23
64,26,66,56,61,70,63,64,59,47,66,65,67,57,62,52,70,59,34,62,32
64,24,70,68,60,48,60,70,50,55,57,69,69,60,65,56,48,62,45,59,38
59,22,65,57,41,45,56,60,28,48,59,78,80,56,42,67,64,42,48,34,49
64,29,64,54,60,57,61,61,32,40,62,72,85,64,68,75,75,55,30,65,16
65,25,68,60,60,47,61,69,48,52,66,78,78,60,63,60,36,54,33,46,39
61,23,70,47,61,56,54,64,32,52,65,80,81,56,59,57,80,52,43,55,38
62,17,84,52,59,52,59,64,43,52,62,70,73,59,56,54,55,51,62,45,39
70,24,73,39,35,70,69,56,31,65,64,43,55,65,47,74,69,29,73,38,72
65,33,65,41,49,66,53,44,63,50,48,32,34,62,74,82,91,64,88,58,64
59,23,66,52,46,39,62,58,33,59,60,60,69,57,57,69,63,49,62,42,60
63,24,68,40,68,56,62,59,42,50,64,60,60,60,67,70,79,57,53,64,26
61,22,69,52,32,44,58,56,32,49,57,72,67,61,40,66,59,34,65,34,60
63,19,80,62,29,55,56,63,31,52,61,79,78,57,42,65,60,33,61,42,62
61,22,66,54,47,36,60,64,51,55,65,78,70,51,45,62,32,51,30,41,41
60,28,60,57,25,64,58,46,53,56,60,62,63,55,62,61,62,40,76,35,60
62,37,62,56,38,63,63,45,52,62,58,31,32,60,64,58,73,43,65,47,61
60,20,74,57,41,41,67,61,56,62,64,69,54,54,47,54,36,49,49,50,58
69,22,79,61,24,64,57,54,33,39,60,53,54,68,55,69,74,27,74,54,72
60,19,75,47,47,45,68,66,46,67,66,63,54,48,54,58,60,42,41,56,56
62,21,71,58,52,38,70,62,48,67,64,67,64,55,57,54,44,53,48,39,50
62,19,73,50,60,47,63,64,48,59,65,69,54,49,52,53,57,52,47,49,46
68,25,70,30,69,77,54,58,33,34,62,75,77,64,71,70,93,50,65,50,36
65,19,79,53,69,62,61,60,42,41,62,77,79,62,69,66,61,62,33,65,28
64,22,68,59,26,50,55,60,31,55,57,67,74,63,56,75,74,32,73,24,63
61,22,69,39,33,57,63,49,27,59,55,66,54,56,46,65,70,40,61,33,61
64,21,77,55,31,44,57,62,32,48,52,83,81,59,34,72,56,28,66,38,62
63,21,72,49,59,59,66,62,41,59,66,67,70,63,65,61,60,49,53,47,37
67,34,67,52,28,71,67,58,30,65,59,52,49,66,51,68,76,12,65,38,66
60,23,69,54,46,47,68,65,54,71,61,67,69,55,53,33,63,48,42,53,45
67,19,80,50,70,29,67,74,60,55,67,82,83,49,51,39,47,53,39,42,22
67,21,81,31,24,67,63,39,35,58,59,60,61,63,54,67,71,37,65,49,70
72,24,81,32,28,70,75,34,34,58,65,56,66,72,39,64,81,32,70,67,74
65,19,80,53,33,69,59,59,29,47,62,63,80,59,60,68,80,29,63,35,66
65,21,74,61,56,37,62,67,36,49,67,75,77,58,53,59,44,54,44,34,28
67,19,79,33,73,55,65,72,28,58,71,68,69,64,70,41,59,69,44,55,15
65,29,65,33,65,73,55,59,37,41,62,52,54,62,74,69,92,60,59,65,42
63,21,73,41,69,61,51,62,41,54,63,69,69,63,57,60,72,59,66,57,23
65,20,80,33,40,67,57,50,29,60,53,66,69,60,48,77,84,25,59,45,63
68,26,71,33,32,67,63,54,32,54,60,68,73,61,63,64,82,38,73,47,68
62,19,79,61,54,55,60,63,45,58,62,70,73,56,36,61,58,30,55,48,63
63,19,75,51,62,51,52,65,48,46,64,82,81,54,60,51,55,57,45,52,25
60,29,60,52,62,49,54,64,64,46,66,64,65,59,66,47,61,64,33,73,30
66,31,66,53,62,72,63,57,46,49,63,58,60,64,72,65,81,62,66,66,21
67,21,73,63,62,23,63,74,40,58,71,78,76,58,58,54,34,56,35,64,33
65,26,67,43,15,65,55,54,29,49,57,72,77,58,47,62,77,22,61,26,66
64,29,64,51,28,52,52,52,38,56,58,74,75,58,31,70,60,33,59,44,65
61,21,76,45,38,54,60,52,39,49,60,65,61,59,54,74,62,44,65,44,63
66,26,68,61,30,66,64,49,34,53,54,63,62,56,44,62,78,26,66,48,65
69,24,75,34,71,78,56,60,32,40,64,65,70,61,82,59,86,64,60,60,20
66,22,72,52,69,64,65,64,50,49,66,67,62,62,68,59,74,60,43,53,26
62,18,77,69,41,57,69,54,39,59,69,70,69,52,41,69,69,36,46,42,60
68,20,78,50,70,62,61,68,54,50,68,66,71,64,70,55,74,61,43,59,12
59,19,73,47,49,39,62,58,40,60,59,69,59,57,53,68,50,56,48,47,58
59,19,74,55,51,49,58,64,49,62,62,72,69,56,52,41,67,42,52,55,43
68,24,73,47,27,63,65,58,23,59,54,67,71,67,54,67,72,40,67,40,70
72,31,72,32,41,75,58,43,46,55,53,36,41,64,70,54,94,38,84,54,73
67,29,68,37,28,67,64,52,36,63,58,57,68,62,44,65,75,38,67,40,69
66,22,74,39,69,63,57,65,39,41,69,73,80,57,65,65,71,58,35,70,16
66,21,76,39,67,54,58,71,36,46,73,69,73,64,74,63,60,63,44,68,21
58,21,71,44,49,45,51,61,39,50,56,82,74,55,45,58,56,47,45,44,50
68,27,69,31,75,72,57,62,35,37,60,60,54,65,73,61,82,67,54,73,29
63,24,69,60,41,60,59,58,21,54,61,70,69,62,48,73,69,33,42,38,64
60,21,69,56,51,55,64,63,33,59,65,62,63,54,55,58,73,53,52,41,47
59,41,59,45,33,52,63,55,48,62,62,31,32,59,60,70,72,54,77,38,58
64,26,65,61,62,55,61,63,52,50,62,85,82,57,62,78,56,59,33,60,14
58,22,69,52,55,49,49,61,28,47,57,86,86,54,52,65,84,51,54,51,27
62,20,74,62,40,54,53,57,56,46,57,75,72,56,43,70,65,33,59,35,60
68,25,71,52,65,73,67,60,29,38,62,60,67,64,80,38,94,68,71,68,21
59,18,75,45,40,59,59,55,42,55,57,66,64,60,57,51,69,42,64,48,59
56,18,73,55,53,56,55,56,50,52,57,66,67,50,52,58,52,44,42,50,50
75,34,75,46,38,80,64,50,35,53,54,44,55,64,58,33,89,37,78,57,76
63,24,68,59,63,73,63,62,41,48,64,65,56,46,63,58,64,64,56,66,25
62,20,74,50,43,58,66,57,48,60,60,55,55,58,58,59,71,38,64,51,60
64,22,72,54,65,57,59,67,42,39,64,76,80,59,62,62,60,58,39,61,16
58,17,81,50,42,59,58,58,43,56,61,64,57,58,56,60,58,38,67,55,60
67,19,79,61,56,37,57,74,40,46,73,85,82,56,56,64,49,55,34,38,35
68,23,75,69,27,59,58,60,22,57,66,51,68,68,27,63,72,31,58,34,70
60,22,70,59,59,60,59,62,39,58,60,67,66,58,57,66,61,58,61,55,38
63,31,63,55,32,56,54,52,42,51,55,66,68,60,35,75,67,34,65,38,62
56,20,64,38,43,51,59,53,50,57,57,63,65,55,50,63,74,49,58,40,57
65,23,70,55,64,48,61,72,40,45,66,79,82,55,65,68,68,50,28,58,30
60,23,67,29,60,60,53,58,32,34,60,74,76,54,61,67,66,58,67,55,32
68,30,68,42,75,72,65,58,32,41,63,52,53,64,72,66,87,62,60,66,22
64,21,73,52,65,54,58,67,34,42,65,74,75,63,63,64,66,55,42,62,17
68,20,82,27,23,63,72,59,27,65,64,63,60,67,52,61,68,22,69,33,69
58,20,70,58,39,43,53,59,48,45,57,67,63,54,55,60,55,44,60,40,55
61,23,69,57,56,44,58,60,43,58,65,77,71,50,68,62,32,64,39,51,41
61,20,71,57,32,55,54,63,28,43,58,80,74,57,40,70,70,28,62,42,57
58,20,73,46,54,39,65,62,41,59,62,64,64,56,60,63,53,42,48,50,50
63,24,68,58,66,47,58,69,49,45,66,70,69,59,75,54,64,59,39,66,32
58,17,74,41,38,56,65,61,41,57,62,67,71,56,62,61,49,39,59,48,56
59,20,72,52,55,52,51,53,36,50,53,64,64,56,48,75,65,45,60,36,55
66,22,74,40,38,66,66,53,34,56,59,68,65,63,41,51,63,27,64,45,69
61,25,66,35,62,64,50,59,33,45,57,71,67,60,59,52,57,63,58,72,40
61,19,74,59,62,68,58,58,26,58,63,64,68,58,58,59,73,54,52,55,36
61,22,70,53,42,50,63,59,43,65,62,57,51,58,47,48,62,44,61,40,61
55,18,70,48,41,55,63,55,41,51,50,61,68,58,65,56,56,48,64,53,55
63,21,75,46,41,59,64,55,28,58,60,53,69,57,53,65,76,46,62,38,64
71,29,72,23,18,71,69,42,26,69,56,50,34,70,73,76,80,23,77,43,71
62,28,62,60,35,60,62,60,37,59,61,64,69,59,40,46,63,40,54,40,62
63,20,76,47,43,38,70,64,51,64,71,58,60,63,50,61,42,50,45,54,55
58,18,74,54,53,47,66,62,53,63,62,69,70,53,62,60,62,47,44,56,40
63,20,75,56,31,56,55,60,29,60,55,68,67,61,52,69,50,40,49,35,64
61,22,69,42,61,51,52,60,44,40,60,82,83,59,60,69,76,56,54,60,16
65,25,68,63,55,45,58,69,53,50,66,88,85,58,58,63,48,55,40,63,17
66,19,77,53,67,56,60,75,34,48,69,77,82,66,66,65,50,63,32,68,18
62,21,68,45,65,55,56,64,52,50,59,81,79,61,59,70,56,54,43,60,13
64,23,69,58,64,35,58,68,47,43,63,83,82,49,64,59,39,43,32,62,33
62,27,63,45,60,62,57,62,35,41,62,70,71,56,69,65,74,50,62,62,20
62,20,78,67,38,50,56,63,31,48,58,78,82,51,52,69,70,39,55,36,59
60,21,65,53,43,57,62,62,50,61,64,64,68,56,60,59,70,48,80,53,37
68,24,76,40,31,70,59,54,36,58,59,55,55,65,54,66,83,32,69,45,68
67,31,67,48,30,69,66,54,40,61,60,33,35,66,53,34,79,32,65,47,67
65,18,80,43,31,65,61,52,26,52,59,62,70,63,47,56,68,29,65,39,67
72,28,74,46,36,76,64,38,54,61,56,33,31,71,71,47,92,43,74,52,73
62,22,71,57,54,35,60,59,30,55,63,82,83,61,57,65,44,55,49,41,53
71,31,71,34,25,72,66,46,22,66,56,65,68,55,56,66,80,42,71,24,71
68,22,77,64,64,44,60,73,37,52,71,81,81,62,63,62,56,58,43,48,21
71,28,71,41,42,77,65,48,31,65,48,34,62,64,72,71,84,31,64,40,75
63,24,68,59,25,44,54,65,59,52,53,52,63,57,41,66,65,32,74,30,68
57,20,71,50,42,50,59,57,41,58,58,64,60,59,52,59,46,48,62,49,57
61,24,66,40,55,61,56,59,33,46,54,71,74,62,63,65,74,57,60,57,23
57,20,71,41,40,54,64,57,37,60,61,70,66,49,55,54,46,64,55,46,59
60,18,78,54,37,50,60,55,32,53,57,70,70,59,47,65,58,33,73,35,60
65,39,65,43,73,65,57,64,75,49,59,46,62,55,70,42,67,68,37,78,20
69,28,69,58,21,68,63,58,24,58,63,53,62,65,45,80,82,24,64,34,69
61,19,74,48,57,49,64,61,48,55,64,67,63,58,62,56,41,56,50,45,35
64,32,64,49,35,64,54,48,30,53,54,62,61,59,48,66,74,28,57,45,62
63,23,70,54,36,57,51,50,38,55,57,62,62,60,56,54,73,45,61,37,64
63,29,63,41,24,58,63,50,48,57,53,51,55,55,49,50,74,39,67,45,65
64,21,75,38,40,61,64,49,30,58,57,71,73,60,45,70,83,34,54,33,64
59,19,75,35,31,49,66,57,54,62,63,64,68,56,63,61,55,56,58,39,56
64,27,64,39,65,63,60,63,48,38,63,66,62,59,66,57,80,61,47,60,27
64,21,76,52,58,40,59,64,40,53,63,83,82,58,60,65,63,61,54,35,25
64,22,73,60,27,52,51,63,31,47,54,76,78,56,36,66,65,29,51,44,64
64,22,74,49,67,59,59,66,39,49,64,71,75,59,65,67,57,63,40,62,23
66,18,87,57,64,38,60,73,39,55,71,83,82,49,62,60,43,40,31,64,30
57,22,64,55,43,43,58,65,34,48,56,78,74,40,55,40,63,59,58,34,60
61,23,68,62,60,47,59,63,43,52,65,66,63,53,56,48,62,52,46,55,44
65,23,71,53,66,63,65,68,44,53,66,68,65,64,64,54,70,60,33,68,14
61,26,62,38,64,53,53,54,42,49,55,82,76,56,63,57,64,56,54,65,30
66,24,72,43,29,65,64,57,35,59,62,53,64,64,56,66,74,37,64,38,68
59,18,74,48,50,35,63,61,40,55,61,74,74,52,55,57,43,45,46,42,52
62,18,79,60,34,51,50,63,52,49,62,85,83,53,54,60,55,44,48,51,61
61,21,70,53,39,48,52,56,35,45,50,75,74,53,45,70,68,37,58,34,61
57,21,66,48,42,48,67,61,47,62,64,66,68,53,57,46,50,46,44,48,51
54,18,69,48,50,43,59,53,53,55,55,72,70,52,55,60,40,49,64,48,51
66,24,69,65,22,59,62,54,27,62,62,73,69,59,40,77,73,45,61,35,60
66,22,74,48,24,65,55,45,35,51,58,61,65,64,44,65,77,33,64,40,68
66,20,77,49,67,66,59,65,39,47,67,65,68,64,68,51,66,59,42,63,12
64,22,70,63,53,31,61,67,44,46,65,79,80,58,62,78,69,52,32,50,23
63,21,70,36,58,70,66,56,59,42,69,66,62,60,64,53,55,66,42,62,30
65,21,73,57,32,60,59,55,34,54,56,70,75,60,37,74,72,32,58,49,63
59,21,71,55,43,40,64,67,38,57,63,74,67,44,60,61,56,56,62,45,45
64,25,67,63,33,67,63,60,30,60,54,62,55,59,42,79,82,29,58,39,66
60,20,75,55,60,44,60,64,50,51,60,71,80,46,68,63,61,50,40,52,24
67,25,72,38,65,68,54,64,48,40,69,67,65,71,66,65,75,59,36,64,17
73,31,73,37,24,70,68,44,27,70,61,65,70,70,35,56,69,22,72,35,78
65,23,73,59,63,38,55,72,41,49,66,84,82,55,67,75,38,49,30,65,33
71,22,78,34,21,71,61,39,28,39,55,69,75,69,47,71,77,28,77,44,71
62,23,70,50,55,41,60,61,59,57,60,83,84,55,56,52,48,50,41,55,35
62,19,74,46,50,44,68,66,48,60,69,68,64,53,56,53,40,38,46,56,41
59,34,59,44,35,41,60,50,32,57,57,69,68,52,61,75,69,51,65,45,57
61,18,80,48,54,47,61,67,55,58,65,64,60,57,64,42,55,52,50,61,39
63,22,72,35,65,64,51,62,48,42,60,69,65,64,63,62,69,51,58,57,25
63,21,74,41,32,58,65,47,36,66,61,65,63,59,40,56,65,29,61,39,64
60,26,63,35,48,51,64,60,30,62,60,44,49,59,47,72,59,52,41,48,60
65,21,77,55,36,65,69,45,40,58,66,60,62,58,51,57,85,43,62,38,70
59,35,59,45,59,62,54,49,44,45,54,55,61,63,54,75,73,53,77,55,36
71,33,71,35,27,74,62,40,20,56,51,60,66,58,59,74,91,31,71,39,70
60,19,80,43,40,56,67,61,44,57,63,67,60,58,55,55,60,38,62,55,62
65,20,76,41,67,62,52,64,33,41,64,77,74,57,76,66,84,61,66,72,16
64,18,82,53,23,53,57,68,36,46,63,77,82,55,38,74,54,26,77,31,64
77,23,82,25,20,76,71,56,27,68,64,51,53,73,54,70,92,17,77,36,79
64,25,67,35,63,61,58,60,28,45,61,82,87,56,67,77,81,54,34,60,15
63,20,76,38,47,71,72,45,44,68,60,54,52,61,46,56,66,50,56,41,68
61,21,71,49,57,44,61,60,39,55,62,79,77,56,52,55,48,32,40,43,48
59,18,75,53,50,46,62,65,51,59,68,64,55,56,57,54,42,46,42,50,49
69,23,76,31,23,70,69,50,33,67,66,48,61,69,46,69,75,24,67,35,70
59,21,70,57,32,53,61,61,44,53,60,67,66,58,52,46,44,47,60,56,55
64,24,68,41,27,62,64,55,34,59,62,55,61,57,67,64,71,55,68,35,63
67,21,77,69,58,41,65,69,44,60,71,69,68,61,61,65,43,51,36,48,26
67,27,70,29,38,70,62,49,35,54,62,61,63,60,57,62,82,36,73,46,67
59,19,70,43,53,48,60,57,30,58,59,67,69,57,55,68,75,54,54,37,55
63,30,63,36,35,50,58,52,27,55,54,55,59,57,56,70,72,34,85,35,64
64,19,76,65,69,65,58,72,42,49,70,68,65,57,62,55,57,58,46,66,19
68,21,77,37,21,68,65,53,29,63,65,65,65,62,45,63,75,18,74,34,69
67,21,75,45,69,64,59,62,39,34,67,61,69,65,70,64,74,61,52,62,25
65,25,70,43,70,64,55,62,35,52,66,60,68,57,63,65,84,56,50,51,20
62,19,76,62,51,46,65,66,53,62,69,68,64,51,65,52,44,57,38,50,30
59,24,63,51,34,46,55,48,41,52,45,71,65,55,40,77,65,46,65,57,61
62,25,67,60,28,51,52,58,37,51,51,64,68,59,49,56,60,32,53,40,62
64,26,67,40,33,60,54,47,30,43,54,65,69,58,57,74,90,43,64,41,64
61,19,77,44,62,51,46,62,44,35,61,82,82,57,65,68,57,59,54,59,26
58,18,78,56,52,42,57,63,48,54,62,72,69,51,59,52,51,50,45,54,45
62,20,74,35,30,61,56,48,28,57,56,70,74,55,51,77,74,34,70,34,61
65,21,74,30,34,59,56,56,26,54,54,73,68,61,48,71,72,40,64,36,66
69,29,69,50,26,67,63,51,32,59,58,43,36,65,68,64,86,59,77,51,71
64,19,79,53,61,43,57,68,44,49,63,89,84,58,59,65,44,64,30,54,25
62,17,85,40,36,58,60,55,50,59,66,56,60,63,55,54,58,36,66,51,66
61,23,66,58,61,56,60,62,46,57,63,73,75,62,58,80,61,55,33,56,24
63,26,66,42,64,60,55,62,27,41,64,76,77,60,66,68,61,61,63,62,22
70,29,71,35,23,73,67,48,26,52,60,48,45,66,61,80,89,30,73,69,69
66,33,66,58,33,70,64,42,67,67,58,36,36,58,71,43,77,31,73,50,63
75,30,75,32,26,82,45,39,34,40,49,64,63,74,49,72,80,22,80,49,79
67,22,76,63,65,46,65,71,41,58,67,79,82,56,59,64,31,39,31,59,11
63,20,72,40,36,63,67,51,41,65,65,64,55,61,46,67,70,41,56,39,63
63,18,75,61,55,45,59,66,52,48,64,79,71,57,66,58,49,59,45,46,35
55,19,70,41,41,46,58,56,45,56,58,68,69,54,50,64,60,43,58,42,53
72,26,76,27,39,73,62,51,20,58,62,69,75,68,35,66,80,22,76,31,74
65,20,75,64,65,66,61,67,30,58,66,73,72,53,63,71,71,56,40,56,11
67,29,68,53,25,66,67,39,33,63,58,65,69,63,41,71,76,22,73,35,66
67,24,76,34,22,66,64,56,29,62,63,64,68,60,56,82,75,29,68,30,68
63,19,74,58,54,43,61,71,49,58,70,78,73,52,62,51,48,58,31,46,30
61,22,68,64,32,40,50,63,37,26,52,74,76,51,69,64,79,63,57,46,57
62,23,67,40,60,63,52,61,40,40,62,76,78,56,65,53,82,51,63,58,25
58,19,72,49,60,65,58,59,40,54,60,55,55,50,60,48,73,49,65,50,45
65,20,76,29,29,64,59,55,27,45,51,74,71,60,47,77,68,23,75,49,67
60,21,69,60,60,52,55,61,42,47,60,75,73,55,59,57,73,55,32,63,32
67,27,67,57,66,69,66,64,27,66,66,62,61,65,72,57,78,59,54,56,10
58,21,70,54,51,45,66,61,50,62,60,66,67,53,55,60,51,36,40,56,46
65,24,70,35,34,46,66,55,37,70,62,65,59,58,45,62,73,30,68,41,66
77,27,79,41,39,79,68,45,27,72,61,34,34,75,58,59,91,35,80,30,79
65,22,74,58,26,71,54,59,34,46,56,69,69,58,57,61,72,27,58,42,68
71,31,71,45,28,79,52,37,49,56,49,42,47,73,76,64,76,44,73,40,74
59,18,76,52,47,39,65,69,47,59,70,64,68,60,65,51,43,45,42,48,52
62,19,74,60,57,39,56,65,53,42,63,86,82,52,50,53,33,48,37,49,43
61,22,70,61,37,38,58,60,25,44,55,82,73,59,41,58,50,36,62,37,58
63,20,77,48,31,65,60,45,29,61,56,71,69,54,61,71,73,41,60,46,65
68,21,75,41,21,70,59,44,26,56,57,72,72,63,67,66,79,43,70,48,68
63,25,68,55,24,61,57,62,32,54,60,75,68,59,23,61,71,27,72,41,63
61,19,77,49,66,56,58,60,52,44,61,70,70,61,58,60,54,57,33,60,30
63,21,70,35,24,58,62,55,37,58,59,65,62,63,39,69,68,26,58,37,65
70,25,73,42,23,67,69,40,29,63,66,62,63,70,45,62,72,22,65,36,72
62,21,73,52,37,53,57,63,37,49,62,74,72,56,41,68,47,35,56,41,60
66,23,72,66,62,41,62,68,44,58,67,74,76,58,55,55,56,56,49,50,25
71,35,71,44,20,74,68,47,43,65,62,32,32,70,62,50,77,44,75,48,73
65,25,72,52,38,70,60,54,40,50,56,54,65,60,55,66,74,38,64,42,64
61,18,77,51,60,42,63,69,53,61,69,56,68,59,62,42,62,59,43,58,42
63,29,63,62,55,39,65,61,35,37,62,81,81,61,48,67,45,33,23,53,46
69,27,70,31,55,75,54,49,30,56,56,34,47,64,69,64,92,48,87,55,70
67,24,72,59,50,31,65,72,42,50,70,85,79,62,47,57,34,45,50,43,20
55,17,74,46,48,44,57,53,44,56,55,72,70,53,52,61,49,52,52,43,50
61,23,68,37,60,62,52,58,38,46,58,64,67,57,62,63,75,54,57,62,41
64,20,77,59,35,50,55,56,36,52,59,78,79,58,46,69,63,39,44,45,63
76,25,82,44,19,77,65,50,26,55,59,50,54,77,25,71,80,23,78,32,78
71,30,71,38,29,74,60,53,32,55,58,52,50,66,56,56,77,27,75,32,72
55,21,67,52,45,42,58,53,42,54,55,68,64,54,52,63,52,53,55,46,52
65,21,77,58,29,48,58,62,41,52,57,81,76,63,32,70,47,27,59,41,60
64,22,72,57,66,63,60,63,40,53,61,74,78,60,61,63,67,60,34,64,19
61,19,76,51,59,50,59,66,35,54,64,74,73,56,58,63,56,56,53,59,40
67,26,72,33,40,66,63,44,23,51,42,70,73,68,55,59,73,33,60,36,69
64,31,64,32,36,67,58,35,38,57,55,32,52,63,66,65,83,46,70,45,63
73,27,75,28,31,73,69,57,22,65,68,55,60,65,42,75,82,18,82,36,72
64,19,76,56,61,62,58,70,38,44,69,74,77,59,57,64,64,55,49,62,21
60,18,73,50,63,61,61,63,51,56,57,70,75,54,57,57,46,60,48,58,40
58,22,65,55,52,43,64,62,57,63,63,62,58,52,58,59,56,58,53,37,59
64,35,64,60,41,61,59,53,37,58,58,32,33,64,47,52,72,39,68,55,64
61,19,77,48,30,45,69,58,35,61,63,71,67,58,52,65,58,35,63,42,60
66,20,79,60,63,41,63,73,44,40,66,78,80,57,65,61,48,49,30,62,29
68,27,69,66,17,59,67,64,23,63,66,70,74,63,34,74,61,21,44,32,66
69,31,69,35,40,79,57,41,24,55,50,43,41,72,57,86,81,45,71,40,71
65,30,65,39,69,71,50,56,40,36,60,62,69,61,65,65,90,58,63,63,28
61,21,74,53,59,33,62,65,34,49,63,83,79,57,59,62,48,47,54,42,19
66,19,78,33,72,66,38,66,48,28,66,62,74,67,66,70,74,61,62,61,15
65,28,65,33,34,61,54,45,32,51,53,71,68,60,45,77,90,38,62,37,64
64,26,65,35,69,59,57,52,35,46,62,70,71,61,70,70,87,60,50,49,25
62,24,66,61,60,51,60,64,47,51,62,71,76,48,65,57,75,58,43,57,21
61,22,67,54,30,52,56,57,30,56,58,75,74,54,55,70,61,31,57,43,58
56,18,70,47,48,53,62,62,45,58,63,63,71,53,56,48,72,41,54,41,49
60,32,60,43,62,63,55,56,45,46,57,49,57,55,61,74,80,54,66,61,28
65,22,75,56,23,61,55,51,33,48,54,65,70,61,61,52,68,38,65,42,67
59,21,69,55,45,30,51,60,38,41,60,86,84,49,52,71,67,44,50,45,45
59,23,64,31,60,58,46,59,48,45,62,64,78,52,59,66,75,51,73,60,24
59,17,74,53,43,48,65,61,39,63,63,71,69,52,53,65,58,42,54,31,55
64,24,65,60,36,42,56,64,33,47,55,75,78,55,45,64,57,39,54,39,70
63,28,63,43,60,71,62,55,50,49,60,45,46,67,75,62,78,62,46,60,21
61,20,73,55,63,50,63,63,55,52,64,65,62,51,59,47,57,62,49,52,29
68,29,68,31,44,67,63,58,30,70,60,40,53,58,37,77,84,32,79,37,67
66,24,70,42,66,72,56,61,51,48,63,68,73,61,65,68,77,60,53,60,20
64,22,68,55,55,42,57,72,57,43,70,74,69,60,69,36,50,61,34,56,26
73,26,76,27,30,81,60,47,28,60,60,51,54,71,42,73,83,22,69,41,70
65,19,78,50,31,65,57,57,30,57,63,72,75,70,26,59,52,28,54,35,71
63,32,63,45,57,65,63,60,44,58,58,64,78,62,66,57,83,61,65,64,19
67,21,78,40,65,66,72,59,39,50,71,70,70,57,66,69,71,71,32,72,14
58,21,67,65,48,47,67,67,52,62,64,74,55,50,55,34,47,54,43,52,49
63,30,63,39,64,67,60,59,46,43,64,45,52,62,66,54,85,58,67,57,26
71,31,71,33,39,75,54,52,27,51,52,54,55,67,43,71,87,44,65,40,76
59,20,72,53,49,51,58,58,38,57,59,77,78,55,53,64,57,51,36,45,48
56,20,63,40,45,42,62,51,50,55,54,72,67,51,50,50,35,42,49,48,60
59,22,69,57,52,41,54,60,38,55,57,66,69,53,55,54,65,37,34,51,57
65,20,77,52,27,60,65,61,30,62,57,74,71,59,29,80,73,29,52,31,64
80,24,84,29,16,81,78,35,22,50,68,68,75,78,39,67,79,17,78,31,83
77,34,77,42,31,81,61,31,30,53,51,31,33,71,46,62,80,28,82,38,76
65,26,66,57,30,46,63,67,33,58,55,68,67,52,28,67,58,31,62,44,68
63,32,63,42,32,40,72,39,45,57,66,62,60,70,33,68,56,39,56,52,58
61,19,74,53,58,41,66,63,49,65,64,63,50,63,61,38,39,49,47,49,54
59,22,70,47,34,58,66,58,43,57,55,65,67,51,51,48,61,43,66,45,59
69,25,74,41,23,68,64,52,26,59,63,48,51,68,54,70,75,28,67,31,69
61,21,69,53,45,46,63,65,49,59,62,69,68,58,46,64,44,40,59,44,43
60,37,60,62,47,41,53,58,50,42,55,66,68,68,56,53,26,45,30,43,40
63,21,74,38,65,47,58,61,38,39,63,68,72,59,73,64,74,66,58,48,24
72,28,74,28,30,70,66,31,32,69,55,57,65,68,48,59,78,33,65,38,76
62,21,72,62,30,51,65,66,35,50,61,65,75,52,40,65,56,38,55,44,62
60,19,74,56,31,57,62,58,35,58,62,66,69,54,50,59,72,30,61,45,62
61,20,75,39,31,48,65,62,41,65,65,67,65,57,57,63,58,36,68,43,58
64,19,78,56,58,40,62,70,48,49,66,85,77,53,61,48,51,51,45,63,31
